"Fleet","Gear","Year","MonthStart","MonthEnd","iGrid","Grid","Effort","EffortUnits","QualityCode","Source","YFT-NO","YFT-MT","BET-NO","BET-MT","SKJ-NO","SKJ-MT","ALB-NO","ALB-MT","SBF-NO","SBF-MT","LOT-NO","LOT-MT","FRZ-NO","FRZ-MT","KAW-NO","KAW-MT","COM-NO","COM-MT","SWO-NO","SWO-MT","BILL-NO","BILL-MT","TUX-NO","TUX-MT","SKH-NO","SKH-MT","NTAD-NO","NTAD-MT"
"MDV    ","TROL",1990,11,11,"SMILAD",5105073,150.00,"TRIPS","3","LO",,0.06,,,,0.06,,,,,,,,2.51,,3.35,,,,,,,,,,,,1.76
"MDV    ","TROL",1990,12,12,"SMILAD",5105073,252.00,"TRIPS","3","LO",,0.42,,,,0.51,,,,,,,,1.30,,2.64,,,,,,,,,,,,2.40
"MDV    ","TROL",1991,1,1,"SMILAD",5105073,404.00,"TRIPS","3","LO",,1.54,,,,4.27,,,,,,,,1.67,,2.44,,,,,,,,,,,,6.07
"MDV    ","TROL",1991,2,2,"SMILAD",5105073,461.00,"TRIPS","3","LO",,1.86,,,,2.50,,,,,,,,0.75,,1.78,,,,,,,,,,,,15.03
"MDV    ","TROL",1991,3,3,"SMILAD",5105073,476.00,"TRIPS","3","LO",,1.01,,,,0.83,,,,,,,,0.69,,0.72,,,,,,,,,,,,9.65
"MDV    ","TROL",1991,4,4,"SMILAD",5105073,299.00,"TRIPS","3","LO",,0.27,,,,0.43,,,,,,,,0.28,,0.73,,,,,,,,,,,,4.88
"MDV    ","TROL",1991,5,5,"SMILAD",5105073,312.00,"TRIPS","3","LO",,0.14,,,,4.55,,,,,,,,4.14,,4.89,,,,,,,,,,,,3.41
"MDV    ","TROL",1991,6,6,"SMILAD",5105073,238.00,"TRIPS","3","LO",,0.02,,,,,,,,,,,,1.86,,1.82,,,,,,,,,,,,0.52
"MDV    ","TROL",1991,7,7,"SMILAD",5105073,222.00,"TRIPS","3","LO",,0.09,,,,,,,,,,,,4.34,,3.40,,,,,,,,,,,,3.71
"MDV    ","TROL",1991,8,8,"SMILAD",5105073,201.00,"TRIPS","3","LO",,0.03,,,,0.03,,,,,,,,2.49,,4.77,,,,,,,,,,,,3.01
"MDV    ","TROL",1991,9,9,"SMILAD",5105073,226.00,"TRIPS","3","LO",,0.11,,,,0.33,,,,,,,,2.55,,2.62,,,,,,,,,,,,2.23
"MDV    ","TROL",1991,10,10,"SMILAD",5105073,179.00,"TRIPS","3","LO",,0.07,,,,2.22,,,,,,,,4.94,,2.07,,,,,,,,,,,,2.05
"MDV    ","TROL",1991,11,11,"SMILAD",5105073,127.00,"TRIPS","3","LO",,0.37,,,,0.57,,,,,,,,1.42,,1.09,,,,,,,,,,,,0.53
"MDV    ","TROL",1991,12,12,"SMILAD",5105073,128.00,"TRIPS","3","LO",,3.79,,,,1.11,,,,,,,,3.27,,2.30,,,,,,,,,,,,0.05
"MDV    ","TROL",1992,1,1,"SMILAD",5105073,241.00,"TRIPS","3","LO",,1.82,,,,2.92,,,,,,,,0.86,,1.39,,,,,,,,,,,,4.93
"MDV    ","TROL",1992,2,2,"SMILAD",5105073,277.00,"TRIPS","3","LO",,1.15,,,,2.59,,,,,,,,0.36,,0.87,,,,,,,,,,,,6.38
"MDV    ","TROL",1992,3,3,"SMILAD",5105073,463.00,"TRIPS","3","LO",,0.46,,,,0.69,,,,,,,,1.59,,5.38,,,,,,,,,,,,44.14
"MDV    ","TROL",1992,4,4,"SMILAD",5105073,400.00,"TRIPS","3","LO",,0.03,,,,0.09,,,,,,,,1.34,,5.44,,,,,,,,,,,,48.35
"MDV    ","TROL",1992,5,5,"SMILAD",5105073,454.00,"TRIPS","3","LO",,0.13,,,,0.41,,,,,,,,2.84,,9.16,,,,,,,,,,,,6.73
"MDV    ","TROL",1992,6,6,"SMILAD",5105073,187.00,"TRIPS","3","LO",,0.06,,,,0.43,,,,,,,,0.42,,3.89,,,,,,,,,,,,1.25
"MDV    ","TROL",1992,7,7,"SMILAD",5105073,178.00,"TRIPS","3","LO",,0.05,,,,0.03,,,,,,,,2.36,,2.92,,,,,,,,,,,,1.89
"MDV    ","TROL",1992,8,8,"SMILAD",5105073,196.00,"TRIPS","3","LO",,0.02,,,,0.01,,,,,,,,2.05,,3.59,,,,,,,,,,,,1.93
"MDV    ","TROL",1992,9,9,"SMILAD",5105073,163.00,"TRIPS","3","LO",,,,,,0.21,,,,,,,,1.46,,9.57,,,,,,,,,,,,4.26
"MDV    ","TROL",1992,10,10,"SMILAD",5105073,60.00,"TRIPS","3","LO",,,,,,1.24,,,,,,,,1.98,,0.55,,,,,,,,,,,,0.73
"MDV    ","TROL",1992,11,11,"SMILAD",5105073,16.00,"TRIPS","3","LO",,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,0.04
"MDV    ","TROL",1992,12,12,"SMILAD",5105073,81.00,"TRIPS","3","LO",,8.0e-03,,,,2.0e-03,,,,,,,,0.52,,1.31,,,,,,,,,,,,0.21
"MDV    ","TROL",1993,1,1,"SMILAD",5105073,330.00,"TRIPS","3","LO",,0.30,,,,0.87,,,,,,,,0.98,,3.03,,,,,,,,,,,,3.27
"MDV    ","TROL",1993,2,2,"SMILAD",5105073,358.00,"TRIPS","3","LO",,0.81,,,,1.75,,,,,,,,1.69,,1.53,,,,,,,,,,,,12.73
"MDV    ","TROL",1993,3,3,"SMILAD",5105073,591.00,"TRIPS","3","LO",,1.71,,,,4.32,,,,,,,,2.29,,4.21,,,,,,,,,,,,6.61
"MDV    ","TROL",1993,4,4,"SMILAD",5105073,753.00,"TRIPS","3","LO",,0.01,,,,0.03,,,,,,,,1.85,,6.61,,,,,,,,,,,,12.62
"MDV    ","TROL",1993,5,5,"SMILAD",5105073,501.00,"TRIPS","3","LO",,0.24,,,,0.54,,,,,,,,1.71,,6.29,,,,,,,,,,,,2.44
"MDV    ","TROL",1993,6,6,"SMILAD",5105073,328.00,"TRIPS","3","LO",,0.24,,,,0.27,,,,,,,,4.56,,5.92,,,,,,,,,,,,0.28
"MDV    ","TROL",1993,7,7,"SMILAD",5105073,198.00,"TRIPS","3","LO",,,,,,0.02,,,,,,,,5.07,,3.50,,,,,,,,,,,,0.16
"MDV    ","TROL",1993,8,8,"SMILAD",5105073,170.00,"TRIPS","3","LO",,0.04,,,,0.09,,,,,,,,2.40,,1.24,,,,,,,,,,,,1.11
"MDV    ","TROL",1993,9,9,"SMILAD",5105073,160.00,"TRIPS","3","LO",,0.06,,,,0.07,,,,,,,,1.90,,1.34,,,,,,,,,,,,0.25
"MDV    ","TROL",1993,10,10,"SMILAD",5105073,126.00,"TRIPS","3","LO",,0.03,,,,4.0e-03,,,,,,,,1.91,,0.83,,,,,,,,,,,,3.48
"MDV    ","TROL",1993,11,11,"SMILAD",5105073,109.00,"TRIPS","3","LO",,,,,,,,,,,,,,2.34,,1.30,,,,,,,,,,,,1.22
"MDV    ","TROL",1993,12,12,"SMILAD",5105073,182.00,"TRIPS","3","LO",,0.03,,,,4.0e-03,,,,,,,,10.06,,3.89,,,,,,,,,,,,3.58
"MDV    ","TROL",2004,2,2,"SMILAD",5105073,20.00,"TRIPS","0","LO",,1.00,,,,,,,,,,,,,,0.07,,,,,,,,,,,,
"MDV    ","TROL",2004,3,3,"SMILAD",5105073,113.00,"TRIPS","0","LO",,8.08,,,,9.23,,,,,,,,0.06,,0.18,,,,,,,,,,,,
"MDV    ","TROL",2004,4,4,"SMILAD",5105073,250.00,"TRIPS","0","LO",,0.09,,,,0.42,,,,,,,,2.20,,0.44,,,,,,,,,,,,
"MDV    ","TROL",2004,5,5,"SMILAD",5105073,202.00,"TRIPS","0","LO",,0.11,,,,0.03,,,,,,,,11.96,,0.56,,,,,,,,,,,,
"MDV    ","TROL",2004,7,7,"SMILAD",5105073,235.00,"TRIPS","0","LO",,,,,,,,,,,,,,20.49,,6.40,,,,,,,,,,,,
"MDV    ","TROL",2004,8,8,"SMILAD",5105073,147.00,"TRIPS","0","LO",,,,,,,,,,,,,,4.50,,0.10,,,,,,,,,,,,
"MDV    ","TROL",2004,9,9,"SMILAD",5105073,7.00,"TRIPS","0","LO",,,,,,,,,,,,,,5.66,,,,,,,,,,,,,,
"MDV    ","TROL",2004,11,11,"SMILAD",5105073,50.00,"TRIPS","0","LO",,0.20,,,,0.18,,,,,,,,4.29,,0.16,,,,,,,,,,,,
"MDV    ","TROL",2004,12,12,"SMILAD",5105073,50.00,"TRIPS","0","LO",,0.26,,,,1.95,,,,,,,,0.31,,0.08,,,,,,,,,,,,
"MDV    ","TROL",2005,4,4,"SMILAD",5105073,110.00,"TRIPS","0","LO",,0.06,,,,0.15,,,,,,,,0.13,,0.59,,,,,,,,,,,,
"MDV    ","TROL",2005,5,5,"SMILAD",5105073,43.00,"TRIPS","0","LO",,0.03,,,,0.02,,,,,,,,0.14,,0.22,,,,,,,,,,,,
"MDV    ","TROL",2005,6,6,"SMILAD",5105073,36.00,"TRIPS","0","LO",,0.01,,,,,,,,,,,,1.99,,0.09,,,,,,,,,,,,
"MDV    ","TROL",2005,9,9,"SMILAD",5105073,46.00,"TRIPS","0","LO",,,,,,0.05,,,,,,,,6.65,,0.21,,,,,,,,,,,,
"MDV    ","TROL",2006,4,4,"SMILAD",5105073,19.00,"TRIPS","0","LO",,0.01,,,,0.01,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","TROL",2006,5,5,"SMILAD",5105073,12.00,"TRIPS","0","LO",,0.01,,,,,,,,,,,,,,0.01,,,,,,,,,,,,
"MDV    ","TROL",2006,11,11,"SMILAD",5105073,49.00,"TRIPS","0","LO",,0.18,,,,1.99,,,,,,,,3.87,,0.04,,,,,,,,,,,,
"MDV    ","TROL",2006,12,12,"SMILAD",5105073,10.00,"TRIPS","0","LO",,,,,,0.96,,,,,,,,0.03,,0.06,,,,,,,,,,,,
"MDV    ","TROL",2007,1,1,"SMILAD",5105073,33.00,"TRIPS","0","LO",,0.42,,,,0.09,,,,,,,,0.02,,0.21,,,,,,,,,,,,
"MDV    ","TROL",2007,2,2,"SMILAD",5105073,23.00,"TRIPS","0","LO",,0.49,,,,0.07,,,,,,,,,,0.07,,,,,,,,,,,,
"MDV    ","TROL",2008,6,6,"SMILAD",5105073,41.00,"TRIPS","0","LO",,,,,,0.51,,,,,,,,0.56,,0.26,,,,,,,,,,,,
"MDV    ","TROL",2008,7,7,"SMILAD",5105073,41.00,"TRIPS","0","LO",,,,,,0.93,,,,,,,,0.79,,0.01,,,,,,,,,,,,
"MDV    ","TROL",2008,8,8,"SMILAD",5105073,41.00,"TRIPS","0","LO",,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,
"MDV    ","TROL",2008,9,9,"SMILAD",5105073,36.00,"TRIPS","0","LO",,,,,,0.89,,,,,,,,3.00,,0.33,,,,,,,,,,,,
"MDV    ","TROL",2008,10,10,"SMILAD",5105073,61.00,"TRIPS","0","LO",,,,,,0.42,,,,,,,,2.78,,0.03,,,,,,,,,,,,
"MDV    ","TROL",2008,11,11,"SMILAD",5105073,57.00,"TRIPS","0","LO",,,,,,0.63,,,,,,,,2.16,,0.18,,,,,,,,,,,,
"MDV    ","TROL",2009,1,1,"SMILAD",5105073,8.00,"TRIPS","0","LO",,0.02,,,,,,,,,,,,0.07,,0.05,,,,,,,,,,,,
"MDV    ","TROL",2009,2,2,"SMILAD",5105073,10.00,"TRIPS","0","LO",,0.03,,,,,,,,,,,,0.14,,0.03,,,,,,,,,,,,
"MDV    ","TROL",2009,3,3,"SMILAD",5105073,19.00,"TRIPS","0","LO",,0.60,,,,,,,,,,,,0.06,,0.18,,,,,,,,,,,,
"MDV    ","TROL",2010,4,4,"SMILAD",5105073,26.00,"TRIPS","0","LO",,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,
"MDV    ","TROL",2011,1,1,"SMILAD",5105073,39.00,"TRIPS","0","LO",,0.30,,,,0.22,,,,,,,,0.40,,0.34,,,,,,,,,,,,
"MDV    ","TROL",2011,2,2,"SMILAD",5105073,21.00,"TRIPS","0","LO",,,,,,,,,,,,,,,,0.98,,,,,,,,,,,,
"MDV    ","TROL",2011,3,3,"SMILAD",5105073,37.00,"TRIPS","0","LO",,,,,,,,,,,,,,0.29,,0.42,,,,,,,,,,,,
"MDV    ","TROL",2011,4,4,"SMILAD",5105073,31.00,"TRIPS","0","LO",,,,,,,,,,,,,,0.04,,0.18,,,,,,,,,,,,
"MDV    ","TROL",2011,5,5,"SMILAD",5105073,41.00,"TRIPS","0","LO",,,,,,,,,,,,,,0.14,,0.21,,,,,,,,,,,,
"MDV    ","TROL",2011,6,6,"SMILAD",5105073,46.00,"TRIPS","0","LO",,,,,,,,,,,,,,0.10,,0.27,,,,,,,,,,,,
"MDV    ","TROL",2011,7,7,"SMILAD",5105073,24.00,"TRIPS","0","LO",,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,
"MDV    ","TROL",2011,10,10,"SMILAD",5105073,20.00,"TRIPS","0","LO",,0.40,,,,,,,,,,,,0.04,,1.67,,,,,,,,,,,,
"MDV    ","TROL",2012,5,5,"SMILAD",5105073,25.00,"TRIPS","0","LO",,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,
"MDV    ","TROL",2012,6,6,"SMILAD",5105073,24.00,"TRIPS","0","LO",,,,,,,,,,,,,,0.64,,1.23,,,,,,,,,,,,
"MDV    ","TROL",2012,7,7,"SMILAD",5105073,24.00,"TRIPS","0","LO",,,,,,,,,,,,,,0.48,,1.09,,,,,,,,,,,,
"MDV    ","TROL",2012,8,8,"SMILAD",5105073,26.00,"TRIPS","0","LO",,,,,,,,,,,,,,0.64,,1.18,,,,,,,,,,,,
"MDV    ","TROL",2012,11,11,"SMILAD",5105073,29.00,"TRIPS","0","LO",,,,,,,,,,,,,,0.16,,0.97,,,,,,,,,,,,
"MDV    ","TROL",2012,12,12,"SMILAD",5105073,16.00,"TRIPS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","TROLM",1988,5,5,"SMILAD",5105073,33.00,"TRIPS","3","LO",,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,
"MDV    ","TROLM",1988,10,10,"SMILAD",5105073,39.00,"TRIPS","3","LO",,,,,,1.41,,,,,,,,0.21,,,,,,,,,,,,,,0.03
"MDV    ","TROLM",1989,2,2,"SMILAD",5105073,8.00,"TRIPS","3","LO",,8.0e-03,,,,0.07,,,,,,,,0.01,,1.0e-03,,,,,,,,,,,,0.08
"MDV    ","TROLM",1989,5,5,"SMILAD",5105073,36.00,"TRIPS","3","LO",,,,,,,,,,,,,,,,2.88,,,,,,,,,,,,
"MDV    ","TROLM",1989,6,6,"SMILAD",5105073,6.00,"TRIPS","3","LO",,,,,,,,,,,,,,,,0.44,,,,,,,,,,,,
"MDV    ","TROLM",1989,9,9,"SMILAD",5105073,20.00,"TRIPS","3","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21
"MDV    ","TROLM",1989,10,10,"SMILAD",5105073,3.00,"TRIPS","3","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04
"MDV    ","TROLM",1989,12,12,"SMILAD",5105073,1.00,"TRIPS","3","LO",,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","TROLN",1988,1,1,"SMILAD",5105073,754.00,"TRIPS","3","LO",,4.70,,,,8.87,,,,,,,,0.92,,5.61,,,,,,,,,,,,3.74
"MDV    ","TROLN",1988,2,2,"SMILAD",5105073,365.00,"TRIPS","3","LO",,1.98,,,,1.76,,,,,,,,1.07,,1.22,,,,,,,,,,,,1.77
"MDV    ","TROLN",1988,3,3,"SMILAD",5105073,390.00,"TRIPS","3","LO",,0.71,,,,0.16,,,,,,,,0.58,,1.34,,,,,,,,,,,,4.66
"MDV    ","TROLN",1988,4,4,"SMILAD",5105073,661.00,"TRIPS","3","LO",,0.12,,,,0.10,,,,,,,,1.19,,5.24,,,,,,,,,,,,5.58
"MDV    ","TROLN",1988,5,5,"SMILAD",5105073,1027.00,"TRIPS","3","LO",,0.49,,,,2.33,,,,,,,,2.38,,10.36,,,,,,,,,,,,2.73
"MDV    ","TROLN",1988,6,6,"SMILAD",5105073,679.00,"TRIPS","3","LO",,1.34,,,,0.96,,,,,,,,1.93,,8.56,,,,,,,,,,,,0.69
"MDV    ","TROLN",1988,7,7,"SMILAD",5105073,435.00,"TRIPS","3","LO",,1.11,,,,0.52,,,,,,,,0.91,,3.48,,,,,,,,,,,,1.71
"MDV    ","TROLN",1988,8,8,"SMILAD",5105073,304.00,"TRIPS","3","LO",,0.16,,,,0.69,,,,,,,,1.39,,1.55,,,,,,,,,,,,1.69
"MDV    ","TROLN",1988,9,9,"SMILAD",5105073,346.00,"TRIPS","3","LO",,0.09,,,,0.65,,,,,,,,2.57,,2.81,,,,,,,,,,,,0.64
"MDV    ","TROLN",1988,10,10,"SMILAD",5105073,201.00,"TRIPS","3","LO",,0.18,,,,0.18,,,,,,,,0.91,,1.54,,,,,,,,,,,,1.71
"MDV    ","TROLN",1988,11,11,"SMILAD",5105073,151.00,"TRIPS","3","LO",,0.05,,,,0.26,,,,,,,,0.30,,1.31,,,,,,,,,,,,1.53
"MDV    ","TROLN",1988,12,12,"SMILAD",5105073,551.00,"TRIPS","3","LO",,1.73,,,,2.21,,,,,,,,0.57,,4.09,,,,,,,,,,,,3.33
"MDV    ","TROLN",1989,1,1,"SMILAD",5105073,240.00,"TRIPS","3","LO",,1.79,,,,1.21,,,,,,,,0.34,,1.74,,,,,,,,,,,,1.14
"MDV    ","TROLN",1989,2,2,"SMILAD",5105073,278.00,"TRIPS","3","LO",,1.45,,,,1.46,,,,,,,,0.46,,1.02,,,,,,,,,,,,5.55
"MDV    ","TROLN",1989,3,3,"SMILAD",5105073,100.00,"TRIPS","3","LO",,0.03,,,,0.01,,,,,,,,0.02,,0.08,,,,,,,,,,,,6.98
"MDV    ","TROLN",1989,4,4,"SMILAD",5105073,336.00,"TRIPS","3","LO",,0.10,,,,0.08,,,,,,,,0.19,,1.46,,,,,,,,,,,,6.64
"MDV    ","TROLN",1989,5,5,"SMILAD",5105073,405.00,"TRIPS","3","LO",,0.16,,,,0.67,,,,,,,,1.62,,7.86,,,,,,,,,,,,0.99
"MDV    ","TROLN",1989,6,6,"SMILAD",5105073,211.00,"TRIPS","3","LO",,0.75,,,,0.22,,,,,,,,1.27,,3.23,,,,,,,,,,,,1.69
"MDV    ","TROLN",1989,7,7,"SMILAD",5105073,68.00,"TRIPS","3","LO",,0.19,,,,0.19,,,,,,,,0.22,,1.59,,,,,,,,,,,,0.27
"MDV    ","TROLN",1989,8,8,"SMILAD",5105073,150.00,"TRIPS","3","LO",,0.11,,,,0.52,,,,,,,,0.45,,2.79,,,,,,,,,,,,0.61
"MDV    ","TROLN",1989,9,9,"SMILAD",5105073,180.00,"TRIPS","3","LO",,0.17,,,,0.15,,,,,,,,1.08,,1.77,,,,,,,,,,,,0.78
"MDV    ","TROLN",1989,10,10,"SMILAD",5105073,189.00,"TRIPS","3","LO",,0.05,,,,0.31,,,,,,,,1.66,,3.16,,,,,,,,,,,,0.97
"MDV    ","TROLN",1989,11,11,"SMILAD",5105073,106.00,"TRIPS","3","LO",,0.07,,,,0.37,,,,,,,,0.23,,0.96,,,,,,,,,,,,0.42
"MDV    ","TROLN",1989,12,12,"SMILAD",5105073,116.00,"TRIPS","3","LO",,1.32,,,,2.34,,,,,,,,0.70,,0.94,,,,,,,,,,,,1.58
"MDV    ","UNCL",1989,10,10,"SMILAD",5105073,13.00,"TRIPS","3","LO",,8.0e-03,,,,4.0e-03,,,,,,,,9.0e-03,,0.01,,,,,,,,,,,,0.06
"MDV    ","UNCL",1990,1,1,"SMILAD",5105073,28.00,"TRIPS","3","LO",,0.01,,,,0.02,,,,,,,,5.0e-03,,0.17,,,,,,,,,,,,1.36
"MDV    ","UNCL",1990,2,2,"SMILAD",5105073,25.00,"TRIPS","3","LO",,0.04,,,,0.09,,,,,,,,0.35,,0.20,,,,,,,,,,,,8.50
"MDV    ","UNCL",1990,3,3,"SMILAD",5105073,25.00,"TRIPS","3","LO",,0.01,,,,0.02,,,,,,,,0.05,,0.01,,,,,,,,,,,,1.85
"MDV    ","UNCL",1990,4,4,"SMILAD",5105073,34.00,"TRIPS","3","LO",,0.03,,,,0.05,,,,,,,,0.03,,0.09,,,,,,,,,,,,0.89
"MDV    ","UNCL",1990,5,5,"SMILAD",5105073,26.00,"TRIPS","3","LO",,0.08,,,,0.05,,,,,,,,,,0.03,,,,,,,,,,,,0.02
"MDV    ","UNCL",1990,6,6,"SMILAD",5105073,5.00,"TRIPS","3","LO",,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,6.0e-03
"MDV    ","UNCL",1990,12,12,"SMILAD",5105073,7.00,"TRIPS","3","LO",,0.01,,,,0.02,,,,,,,,4.0e-03,,0.02,,,,,,,,,,,,0.24
"MDV    ","UNCL",1991,1,1,"SMILAD",5105073,9.00,"TRIPS","3","LO",,0.02,,,,0.02,,,,,,,,0.01,,0.04,,,,,,,,,,,,0.49
"MDV    ","UNCL",1991,2,2,"SMILAD",5105073,14.00,"TRIPS","3","LO",,3.0e-03,,,,0.01,,,,,,,,,,9.0e-03,,,,,,,,,,,,1.36
"MDV    ","UNCL",1991,3,3,"SMILAD",5105073,19.00,"TRIPS","3","LO",,,,,,,,,,,,,,1.0e-03,,3.0e-03,,,,,,,,,,,,1.89
"MDV    ","UNCL",1991,4,4,"SMILAD",5105073,19.00,"TRIPS","3","LO",,,,,,6.0e-03,,,,,,,,,,6.0e-03,,,,,,,,,,,,0.18
"MDV    ","UNCL",1991,5,5,"SMILAD",5105073,20.00,"TRIPS","3","LO",,3.0e-03,,,,,,,,,,,,0.03,,0.04,,,,,,,,,,,,0.17
"MDV    ","FN",2004,10,10,"SRALIF",5103072,389.00,"TRIPS","0","LO",,16.13,,,,23.00,,,,,,,,7.98,,13.41,,,,,,,,,,,,
"MDV    ","FN",2005,2,2,"SRALIF",5103072,232.00,"TRIPS","0","LO",,0.59,,,,0.64,,,,,,,,1.83,,3.94,,,,,,,,,,,,
"MDV    ","FN",2005,8,8,"SRALIF",5103072,647.00,"TRIPS","0","LO",,27.09,,,,39.34,,,,,,,,14.77,,23.68,,,,,,,,,,,,
"MDV    ","FN",2005,9,9,"SRALIF",5103072,659.00,"TRIPS","0","LO",,20.25,,,,42.91,,,,,,,,14.96,,27.97,,,,,,,,,,,,
"MDV    ","HAND",2004,1,1,"SRALIF",5103072,17.00,"TRIPS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2004,2,2,"SRALIF",5103072,9.00,"TRIPS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2004,3,3,"SRALIF",5103072,43.00,"TRIPS","0","LO",,,,,,,,,,,,,,0.16,,0.09,,,,,,,,,,,,
"MDV    ","HAND",2004,4,4,"SRALIF",5103072,16.00,"TRIPS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2004,9,9,"SRALIF",5103072,31.00,"TRIPS","0","LO",,,,,,,,,,,,,,0.07,,0.23,,,,,,,,,,,,
"MDV    ","HAND",2004,10,10,"SRALIF",5103072,9.00,"TRIPS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2004,11,11,"SRALIF",5103072,19.00,"TRIPS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2005,1,1,"SRALIF",5103072,9.00,"TRIPS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2005,2,2,"SRALIF",5103072,13.00,"TRIPS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2005,3,3,"SRALIF",5103072,65.00,"TRIPS","0","LO",,3.60,,,,8.65,,,,,,,,0.52,,1.75,,,,,,,,,,,,
"MDV    ","HAND",2005,4,4,"SRALIF",5103072,28.00,"TRIPS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2005,5,5,"SRALIF",5103072,265.00,"TRIPS","0","LO",,,,,,0.03,,,,,,,,0.34,,1.97,,,,,,,,,,,,
"MDV    ","HAND",2005,6,6,"SRALIF",5103072,263.00,"TRIPS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2005,7,7,"SRALIF",5103072,679.00,"TRIPS","0","LO",,31.75,,,,45.08,,,,,,,,15.57,,21.48,,,,,,,,,,,,
"MDV    ","HAND",2005,8,8,"SRALIF",5103072,188.00,"TRIPS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2005,9,9,"SRALIF",5103072,283.00,"TRIPS","0","LO",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MDV    ","HAND",2005,11,11,"SRALIF",5103072,830.00,"TRIPS","0","LO",,33.40,,,,74.47,,,,,,,,12.51,,22.26,,,,,,,,,,,,
"MDV    ","HAND",2005,12,12,"SRALIF",5103072,580.00,"TRIPS","0","LO",,25.66,,,,38.17,,,,,,,,9.12,,21.06,,,,,,,,,,,,
"MDV    ","HAND",2006,1,1,"SRALIF",5103072,521.00,"TRIPS","0","LO",,52.29,,,,40.26,,,,,,,,27.85,,33.35,,,,,,,,,,,,
"MDV    ","HAND",2006,2,2,"SRALIF",5103072,670.00,"TRIPS","0","LO",,31.89,,,,40.21,,,,,,,,27.60,,34.77,,,,,,,,,,,,
"MDV    ","HAND",2006,3,3,"SRALIF",5103072,289.00,"TRIPS","0","LO",,7.75,,,,24.78,,,,,,,,7.62,,16.83,,,,,,,,,,,,
"MDV    ","HAND",2006,4,4,"SRALIF",5103072,623.00,"TRIPS","0","LO",,40.10,,,,42.64,,,,,,,,13.91,,20.78,,,,,,,,,,,,
"MDV    ","HAND",2006,5,5,"SRALIF",5103072,623.00,"TRIPS","0","LO",,23.54,,,,33.89,,,,,,,,11.36,,19.68,,,,,,,,,,,,
"MDV    ","HAND",2006,6,6,"SRALIF",5103072,893.00,"TRIPS","0","LO",,22.77,,,,32.10,,,,,,,,10.38,,22.27,,,,,,,,,,,,
"MDV    ","HAND",2006,7,7,"SRALIF",5103072,807.00,"TRIPS","0","LO",,21.28,,,,30.38,,,,,,,,9.70,,18.59,,,,,,,,,,,,
"MDV    ","HAND",2006,8,8,"SRALIF",5103072,827.00,"TRIPS","0","LO",,26.76,,,,31.55,,,,,,,,6.36,,10.89,,,,,,,,,,,,
"MDV    ","HAND",2006,9,9,"SRALIF",5103072,248.00,"TRIPS","0","LO",,2.03,,,,0.21,,,,,,,,,,0.08,,,,,,,,,,,,
"MDV    ","HAND",2006,10,10,"SRALIF",5103072,436.00,"TRIPS","0","LO",,27.15,,,,29.58,,,,,,,,3.39,,8.18,,,,,,,,,,,,
"MDV    ","HAND",2006,11,11,"SRALIF",5103072,503.00,"TRIPS","0","LO",,24.59,,,,24.32,,,,,,,,2.92,,9.32,,,,,,,,,,,,
"MDV    ","HAND",2006,12,12,"SRALIF",5103072,638.00,"TRIPS","0","LO",,37.25,,,,32.13,,,,,,,,4.78,,14.36,,,,,,,,,,,,
"MDV    ","HAND",2007,1,1,"SRALIF",5103072,640.00,"TRIPS","0","LO",,60.70,,,,37.19,,,,,,,,10.18,,12.86,,,,,,,,,,,,
"MDV    ","HAND",2007,2,2,"SRALIF",5103072,180.00,"TRIPS","0","LO",,0.05,,,,0.51,,,,,,,,0.78,,1.79,,,,,,,,,,,,
"MDV    ","HAND",2007,3,3,"SRALIF",5103072,618.00,"TRIPS","0","LO",,18.91,,,,26.91,,,,,,,,14.62,,18.09,,,,,,,,,,,,
